accession_id,species,tax_id,class,order,infraorder,family,genus,rep_tax,cat
KM100696.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KM100697.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KM100698.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KM100699.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KM100700.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KM100701.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KM100702.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KM100703.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KM100704.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KT698043.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KT698051.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KT698055.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KT698061.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039188.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039189.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039190.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039191.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039192.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039193.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039194.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039195.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039196.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039197.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039198.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039199.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039200.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039201.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039202.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039203.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039204.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039205.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039206.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039207.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039208.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039209.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039210.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039211.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039212.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039213.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039214.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039215.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039216.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039217.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039218.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039219.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039220.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039221.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039222.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039223.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039224.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039225.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039226.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039227.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039228.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039229.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039230.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039231.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039232.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039233.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039234.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039235.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039236.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039237.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039238.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039239.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039240.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039241.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039242.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039243.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039244.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039245.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039246.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039247.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039248.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039249.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039250.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039251.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039252.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039253.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039254.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039255.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039256.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039257.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039258.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039259.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039260.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039261.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039262.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039263.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039264.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039265.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039266.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039267.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KY039268.1,Glyphis glyphis,571825,Chondrichthyes,Carcharhiniformes,NA,Carcharhinidae,Glyphis,fish,fish
KM078775.1,Leucosticte brandti,571888,Aves,Passeriformes,NA,Fringillidae,Leucosticte,bird,vertebrate
MN356317.1,Urocynchramus pylzowi,571890,Aves,Passeriformes,NA,Fringillidae,Urocynchramus,bird,vertebrate
MT767746.1,Squalidus chankaensis,572044,Actinopteri,Cypriniformes,NA,Gobionidae,Squalidus,fish,fish
MZ713637.1,Squalidus chankaensis,572044,Actinopteri,Cypriniformes,NA,Gobionidae,Squalidus,fish,fish
MZ772485.1,Squalidus chankaensis,572044,Actinopteri,Cypriniformes,NA,Gobionidae,Squalidus,fish,fish
KU158189.1,Moho braccatus,572106,Aves,Passeriformes,NA,Mohoidae,Moho,bird,vertebrate
FJ424614.1,Achalinus meiguensis,572522,Lepidosauria,Squamata,Serpentes,Xenodermatidae,Achalinus,reptile,vertebrate
MK771834.1,Lepisosteus platostomus,572540,Actinopteri,Semionotiformes,NA,Lepisosteidae,Lepisosteus,fish,fish
MW713530.1,Rupicapra rupicapra,573194,Mammalia,Artiodactyla,Pecora,Bovidae,Rupicapra,mammal,vertebrate
MW588899.1,Rupicapra rupicapra,573195,Mammalia,Artiodactyla,Pecora,Bovidae,Rupicapra,mammal,vertebrate
MW713528.1,Rupicapra rupicapra,573195,Mammalia,Artiodactyla,Pecora,Bovidae,Rupicapra,mammal,vertebrate
MW713529.1,Rupicapra rupicapra,573195,Mammalia,Artiodactyla,Pecora,Bovidae,Rupicapra,mammal,vertebrate
MW713526.1,Rupicapra rupicapra,573196,Mammalia,Artiodactyla,Pecora,Bovidae,Rupicapra,mammal,vertebrate
KJ184175.1,Rupicapra rupicapra,573197,Mammalia,Artiodactyla,Pecora,Bovidae,Rupicapra,mammal,vertebrate
MW713531.1,Rupicapra rupicapra,573198,Mammalia,Artiodactyla,Pecora,Bovidae,Rupicapra,mammal,vertebrate
LC493928.1,Blepsias cirrhosus,573213,Actinopteri,Perciformes,Cottales,Agonidae,Blepsias,fish,fish
MN604079.1,Arius maculatus,573377,Actinopteri,Siluriformes,NA,Ariidae,Arius,fish,fish
KF027440.1,Perdix hodgsoniae,573593,Aves,Galliformes,NA,Phasianidae,Perdix,bird,vertebrate
KX838507.1,Perdix hodgsoniae,573593,Aves,Galliformes,NA,Phasianidae,Perdix,bird,vertebrate
EU917054.1,Anguilla sp.,573744,Actinopteri,Anguilliformes,NA,Anguillidae,Anguilla,fish,fish
AB469437.1,Anguilla luzonensis,573744,Actinopteri,Anguilliformes,NA,Anguillidae,Anguilla,fish,fish
HQ114563.1,Sternotherus carinatus,573971,Reptilia,Testudines,NA,Kinosternidae,Sternotherus,reptile,vertebrate
ON357734.1,Platyrrhinus lineatus,574066,Mammalia,Chiroptera,NA,Phyllostomidae,Platyrrhinus,mammal,vertebrate
ON357723.1,Platyrrhinus matapalensis,574081,Mammalia,Chiroptera,NA,Phyllostomidae,Platyrrhinus,mammal,vertebrate
FJ460596.1,Phoenicolacerta kulzeri,575499,Lepidosauria,Squamata,NA,Lacertidae,Phoenicolacerta,reptile,vertebrate
FJ463038.1,Proedromys liangshanensis,575527,Mammalia,Rodentia,NA,Cricetidae,Proedromys,mammal,vertebrate
GQ166168.1,Thermophis zhaoermii,576855,Lepidosauria,Squamata,Serpentes,Dipsadidae,Thermophis,reptile,vertebrate
FJ483847.1,Eothenomys chinensis,577681,Mammalia,Rodentia,NA,Cricetidae,Eothenomys,mammal,vertebrate
ON165301.1,Eothenomys chinensis,577681,Mammalia,Rodentia,NA,Cricetidae,Eothenomys,mammal,vertebrate
ON165314.1,Eothenomys chinensis,577681,Mammalia,Rodentia,NA,Cricetidae,Eothenomys,mammal,vertebrate
ON165328.1,Eothenomys chinensis,577681,Mammalia,Rodentia,NA,Cricetidae,Eothenomys,mammal,vertebrate
ON165336.1,Eothenomys chinensis,577681,Mammalia,Rodentia,NA,Cricetidae,Eothenomys,mammal,vertebrate
ON165348.1,Eothenomys chinensis,577681,Mammalia,Rodentia,NA,Cricetidae,Eothenomys,mammal,vertebrate
MK290257.1,Megadyptes waitaha,577682,Aves,Sphenisciformes,NA,Spheniscidae,Megadyptes,bird,vertebrate
MK290258.1,Megadyptes waitaha,577682,Aves,Sphenisciformes,NA,Spheniscidae,Megadyptes,bird,vertebrate
KY857554.1,Emydura victoriae,578127,Reptilia,Testudines,NA,Chelidae,Emydura,reptile,vertebrate
LR215685.1,Emydura victoriae,578127,Reptilia,Testudines,NA,Chelidae,Emydura,reptile,vertebrate
LR215686.1,Emydura victoriae,578127,Reptilia,Testudines,NA,Chelidae,Emydura,reptile,vertebrate
MN841431.1,Aphyosemion celiae,578320,Actinopteri,Cyprinodontiformes,NA,Nothobranchiidae,Aphyosemion,fish,fish
MN841373.1,Aphyosemion herzogi,578321,Actinopteri,Cyprinodontiformes,NA,Nothobranchiidae,Aphyosemion,fish,fish
MN841430.1,Aphyosemion celiae,578323,Actinopteri,Cyprinodontiformes,NA,Nothobranchiidae,Aphyosemion,fish,fish
OM935748.1,Pseudemys peninsularis,580248,Reptilia,Testudines,NA,Emydidae,Pseudemys,reptile,vertebrate
KY887473.1,Osteobrama belangeri,581012,Actinopteri,Cypriniformes,NA,Cyprinidae,Osteobrama,fish,fish
MK749691.1,Osteobrama belangeri,581012,Actinopteri,Cypriniformes,NA,Cyprinidae,Osteobrama,fish,fish
MT023107.1,Gerres decacanthus,581038,Actinopteri,Gerreiformes,NA,Gerreidae,Gerres,fish,fish
FJ532058.1,Protohynobius puxiongensis,581055,Amphibia,Caudata,NA,Hynobiidae,Pseudohynobius,amphibian,vertebrate
FJ515917.1,Pseudopungtungia tenuicorpus,581200,Actinopteri,Cypriniformes,NA,Gobionidae,Pseudopungtungia,fish,fish
FJ515919.1,Gobiobotia brevibarba,581201,Actinopteri,Cypriniformes,NA,Gobionidae,Gobiobotia,fish,fish
FJ515920.1,Microphysogobio koreensis,581202,Actinopteri,Cypriniformes,NA,Gobionidae,Microphysogobio,fish,fish
KF111729.1,Orectolobus japonicus,582428,Chondrichthyes,Orectolobiformes,NA,Orectolobidae,Orectolobus,fish,fish
KX669267.1,Equus asinus,582580,Mammalia,Perissodactyla,NA,Equidae,Equus,mammal,vertebrate
MW232459.1,Rasbora jacobsoni,582588,Actinopteri,Cypriniformes,NA,Danionidae,Rasbora,fish,fish
MW232477.1,Rasbora spilotaenia,582589,Actinopteri,Cypriniformes,NA,Danionidae,Rasbora,fish,fish
MW232478.1,Rasbora spilotaenia,582589,Actinopteri,Cypriniformes,NA,Danionidae,Rasbora,fish,fish
AP011318.1,Barbodes lateristriga,582600,Actinopteri,Cypriniformes,NA,Cyprinidae,Barbodes,fish,fish
OQ536443.1,Gymnothorax miliaris,584627,Actinopteri,Anguilliformes,NA,Muraenidae,Gymnothorax,fish,fish
KU314691.1,Abbottina liaoningensis,585232,Actinopteri,Cypriniformes,NA,Gobionidae,Abbottina,fish,fish
MW191513.1,Gnathopogon herzensteini,585233,Actinopteri,Cypriniformes,NA,Gobionidae,Gnathopogon,fish,fish
MT295103.1,Gnathopogon herzensteini,585233,Actinopteri,Cypriniformes,NA,Gobionidae,Gnathopogon,fish,fish
MT705721.1,Gnathopogon herzensteini,585233,Actinopteri,Cypriniformes,NA,Gobionidae,Gnathopogon,fish,fish
MN864250.1,Gobio coriparoides,585234,Actinopteri,Cypriniformes,NA,Gobionidae,Gobio,fish,fish
OP359052.1,Gobio soldatovi,585235,Actinopteri,Cypriniformes,NA,Gobionidae,Gobio,fish,fish
AP011415.1,Hemibarbus umbrifer,585236,Actinopteri,Cypriniformes,NA,Gobionidae,Hemibarbus,fish,fish
MN832777.1,Microphysogobio elongatus,585237,Actinopteri,Cypriniformes,NA,Gobionidae,Microphysogobio,fish,fish
KJ190946.1,Ardea intermedia,585464,Aves,Pelecaniformes,NA,Ardeidae,Ardea,bird,vertebrate
KX592585.1,Ardea intermedia,585464,Aves,Pelecaniformes,NA,Ardeidae,Ardea,bird,vertebrate
KU215670.1,Macropodus erythropterus,585568,Actinopteri,Anabantiformes,NA,Osphronemidae,Macropodus,fish,fish
MN128300.1,Macropodus hongkongensis,585569,Actinopteri,Anabantiformes,NA,Osphronemidae,Macropodus,fish,fish
OQ630878.1,Macropodus hongkongensis,585569,Actinopteri,Anabantiformes,NA,Osphronemidae,Macropodus,fish,fish
KF199146.1,Nanorana taihangnica,586025,Amphibia,Anura,NA,Dicroglossidae,Nanorana,amphibian,vertebrate
KJ569109.1,Nanorana taihangnica,586025,Amphibia,Anura,NA,Dicroglossidae,Nanorana,amphibian,vertebrate
KP013100.1,Centropyge bispinosa,586785,Actinopteri,NA,NA,Pomacanthidae,Centropyge,fish,fish
KP033451.1,Centropyge flavissima,586787,Actinopteri,NA,NA,Pomacanthidae,Centropyge,fish,fish
KP973960.1,Centropyge flavissima,586787,Actinopteri,NA,NA,Pomacanthidae,Centropyge,fish,fish
KT275257.1,Centropyge flavissima,586787,Actinopteri,NA,NA,Pomacanthidae,Centropyge,fish,fish
KR870992.1,Centropyge heraldi,586788,Actinopteri,NA,NA,Pomacanthidae,Centropyge,fish,fish
AP006006.1,Centropyge loricula,586789,Actinopteri,NA,NA,Pomacanthidae,Centropyge,fish,fish
OP035062.1,Centropyge loriculus,586789,Actinopteri,NA,NA,Pomacanthidae,Centropyge,fish,fish
KP973958.1,Centropyge multicolor,586790,Actinopteri,NA,NA,Pomacanthidae,Centropyge,fish,fish
MN170515.1,Chaetodon wiebeli,586794,Actinopteri,Chaetodontiformes,NA,Chaetodontidae,Chaetodon,fish,fish
MN125611.1,Chaetodon wiebeli,586794,Actinopteri,Chaetodontiformes,NA,Chaetodontidae,Chaetodon,fish,fish
JQ434458.1,Chiloscyllium griseum,586796,Chondrichthyes,Orectolobiformes,NA,Hemiscylliidae,Chiloscyllium,fish,fish
OP056907.1,Chromis insolata,586798,Actinopteri,NA,NA,Pomacentridae,Chromis,fish,fish
ON210852.1,Cirrhilabrus exquisitus,586801,Actinopteri,Labriformes,NA,Labridae,Cirrhilabrus,fish,fish
MT199211.1,Cryptocentrus cinctus,586808,Actinopteri,Gobiiformes,NA,Gobiidae,Cryptocentrus,fish,fish
OP035160.1,Ctenochaetus strigosus,586812,Actinopteri,Acanthuriformes,NA,Acanthuridae,Ctenochaetus,fish,fish
OP035184.1,Echidna nebulosa,586818,Actinopteri,Anguilliformes,NA,Muraenidae,Echidna,fish,fish
OQ396766.1,Echidna nebulosa,586818,Actinopteri,Anguilliformes,NA,Muraenidae,Echidna,fish,fish
MN485966.1,Enchelycore pardalis,586820,Actinopteri,Anguilliformes,NA,Muraenidae,Enchelycore,fish,fish
OP035286.1,Enchelycore pardalis,586820,Actinopteri,Anguilliformes,NA,Muraenidae,Enchelycore,fish,fish
OQ656151.1,Enchelycore pardalis,586820,Actinopteri,Anguilliformes,NA,Muraenidae,Enchelycore,fish,fish
MT712150.1,Lactoria cornuta,586829,Actinopteri,Tetraodontiformes,NA,Ostraciidae,Lactoria,fish,fish
OP035112.1,Myripristis adusta,586832,Actinopteri,Holocentriformes,NA,Holocentridae,Myripristis,fish,fish
KT284932.1,Nemateleotris decora,586835,Actinopteri,Gobiiformes,NA,Gobiidae,Nemateleotris,fish,fish
KU308378.1,Ostracion rhinorhynchos,586839,Actinopteri,Tetraodontiformes,NA,Ostraciidae,Ostracion,fish,fish
OP056840.1,Paraclinus marmoratus,586841,Actinopteri,Blenniiformes,NA,Labrisomidae,Paraclinus,fish,fish
OP718220.1,Parupeneus barberinoides,586843,Actinopteri,Syngnathiformes,NA,Mullidae,Parupeneus,fish,fish
OP035124.1,Parupeneus cyclostomus,586844,Actinopteri,Syngnathiformes,NA,Mullidae,Parupeneus,fish,fish
OP718223.1,Parupeneus cyclostomus,586844,Actinopteri,Syngnathiformes,NA,Mullidae,Parupeneus,fish,fish
OP611574.1,Pseudanthias huchtii,586854,Actinopteri,Perciformes,NA,Serranidae,Pseudanthias,fish,fish
OP611422.1,Pseudanthias pascalus,586855,Actinopteri,Perciformes,NA,Serranidae,Pseudanthias,fish,fish
OP035270.1,Pseudocheilinus evanidus,586857,Actinopteri,Labriformes,NA,Labridae,Pseudocheilinus,fish,fish
MZ357706.1,Pseudocheilinus hexataenia,586858,Actinopteri,Labriformes,NA,Labridae,Pseudocheilinus,fish,fish
OP035094.1,Pseudocheilinus tetrataenia,586859,Actinopteri,Labriformes,NA,Labridae,Pseudocheilinus,fish,fish
KT826540.1,Pictichromis paccagnellae,586861,Actinopteri,NA,NA,Pseudochromidae,Pictichromis,fish,fish
AP019326.1,Valenciennea longipinnis,586870,Actinopteri,Gobiiformes,NA,Gobiidae,Valenciennea,fish,fish
AP019327.1,Valenciennea longipinnis,586870,Actinopteri,Gobiiformes,NA,Gobiidae,Valenciennea,fish,fish
FJ594965.1,Hynobius yangi,586894,Amphibia,Caudata,NA,Hynobiidae,Hynobius,amphibian,vertebrate
JN415127.1,Hynobius yangi,586894,Amphibia,Caudata,NA,Hynobiidae,Hynobius,amphibian,vertebrate
MZ709296.1,Cosmocampus elucens,587046,Actinopteri,Syngnathiformes,NA,Syngnathidae,Cosmocampus,fish,fish
OP056961.1,Equetus punctatus,587053,Actinopteri,NA,NA,Sciaenidae,Equetus,fish,fish
OK554536.1,Istiblennius edentulus,587055,Actinopteri,Blenniiformes,NA,Blenniidae,Istiblennius,fish,fish
OK554521.1,Oxycirrhites typus,587059,Actinopteri,Centrarchiformes,NA,Cirrhitidae,Oxycirrhites,fish,fish
OP056935.1,Pareques acuminatus,587067,Actinopteri,NA,NA,Sciaenidae,Pareques,fish,fish
OP882673.1,Philypnodon macrostomus,587585,Actinopteri,Gobiiformes,NA,Eleotridae,Philypnodon,fish,fish
OP882674.1,Philypnodon macrostomus,587585,Actinopteri,Gobiiformes,NA,Eleotridae,Philypnodon,fish,fish
OP882675.1,Philypnodon macrostomus,587585,Actinopteri,Gobiiformes,NA,Eleotridae,Philypnodon,fish,fish
AB474914.1,Brookesia decaryi,587619,Lepidosauria,Squamata,NA,Chamaeleonidae,Brookesia,reptile,vertebrate
AB475096.1,Hydrosaurus amboinensis,588074,Lepidosauria,Squamata,NA,Agamidae,Hydrosaurus,reptile,vertebrate
OP056957.1,Phaeoptyx xenus,588197,Actinopteri,Kurtiformes,NA,Apogonidae,Phaeoptyx,fish,fish
OP056834.1,Astrapogon puncticulatus,588211,Actinopteri,Kurtiformes,NA,Apogonidae,Astrapogon,fish,fish
KU529305.1,Melanotaenia australis,588576,Actinopteri,Atheriniformes,NA,Melanotaeniidae,Melanotaenia,fish,fish
MN356286.1,Hypocryptadius cinnamomeus,589841,Aves,Passeriformes,NA,Zosteropidae,Hypocryptadius,bird,vertebrate
KM078792.1,Eremopsaltria mongolica,589913,Aves,Passeriformes,NA,Fringillidae,Bucanetes,bird,vertebrate
CM046518.1,Leucosticte australis,589916,Aves,Passeriformes,NA,Fringillidae,Leucosticte,bird,vertebrate
JX311312.1,Pararasbora moltrechti,590635,Actinopteri,Cypriniformes,NA,Xenocyprididae,Aphyocypris,fish,fish
AP012122.1,Pararasbora moltrechti,590635,Actinopteri,Cypriniformes,NA,Xenocyprididae,Aphyocypris,fish,fish
LC021505.1,Rasbora lateristriata,590941,Actinopteri,Cypriniformes,NA,Danionidae,Rasbora,fish,fish
KJ179951.1,Lycodon ruhstrati,591072,Lepidosauria,Squamata,Serpentes,Colubridae,Lycodon,reptile,vertebrate
MK867843.1,Lycodon ruhstrati,591072,Lepidosauria,Squamata,Serpentes,Colubridae,Lycodon,reptile,vertebrate
KM078788.1,Hemignathus virens,591140,Aves,Passeriformes,NA,Fringillidae,Chlorodrepanis,bird,vertebrate
KM078780.1,Hemignathus flavus,591142,Aves,Passeriformes,NA,Fringillidae,Chlorodrepanis,bird,vertebrate
KU530206.1,Coregonus chadary,591250,Actinopteri,Salmoniformes,NA,Salmonidae,Coregonus,fish,fish
