accession_id,species,tax_id,class,order,infraorder,family,genus
OW387167.1,Barbus barbus,40830,Actinopteri,Cypriniformes,NA,Cyprinidae,Barbus
CM042377.1,Barbus barbus,40830,Actinopteri,Cypriniformes,NA,Cyprinidae,Barbus
AP011195.1,Labeobarbus intermedius,40831,Actinopteri,Cypriniformes,NA,Cyprinidae,Labeobarbus
KX419437.1,Labeobarbus intermedius,40831,Actinopteri,Cypriniformes,NA,Cyprinidae,Labeobarbus
MW849281.1,Bucephala islandica,40833,Aves,Anseriformes,NA,Anatidae,Bucephala
KJ567058.1,Macaca tonkeana,40843,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca
MT300244.1,Macaca tonkeana,40843,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca
MT300245.1,Macaca tonkeana,40843,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca
MT300246.1,Macaca tonkeana,40843,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca
MT300247.1,Macaca tonkeana,40843,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca
MT300248.1,Macaca tonkeana,40843,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca
MT300249.1,Macaca tonkeana,40843,Mammalia,Primates,Simiiformes,Cercopithecidae,Macaca
MW257211.1,Cynictis penicillata,41010,Mammalia,Carnivora,NA,Herpestidae,Cynictis
AJ001562.1,Myoxus glis,41261,Mammalia,Rodentia,NA,Gliridae,Glis
MN449985.1,Glis glis,41261,Mammalia,Rodentia,NA,Gliridae,Glis
MN460849.1,Glis glis,41261,Mammalia,Rodentia,NA,Gliridae,Glis
MN460850.1,Glis glis,41261,Mammalia,Rodentia,NA,Gliridae,Glis
MN460851.1,Glis glis,41261,Mammalia,Rodentia,NA,Gliridae,Glis
MN845721.1,Hylomyscus stella,41265,Mammalia,Rodentia,NA,Muridae,Hylomyscus
MN845722.1,Hylomyscus stella,41265,Mammalia,Rodentia,NA,Muridae,Hylomyscus
MN845723.1,Hylomyscus stella,41265,Mammalia,Rodentia,NA,Muridae,Hylomyscus
MN845724.1,Hylomyscus stella,41265,Mammalia,Rodentia,NA,Muridae,Hylomyscus
MN845725.1,Hylomyscus stella,41265,Mammalia,Rodentia,NA,Muridae,Hylomyscus
MN845726.1,Hylomyscus stella,41265,Mammalia,Rodentia,NA,Muridae,Hylomyscus
MN845727.1,Hylomyscus stella,41265,Mammalia,Rodentia,NA,Muridae,Hylomyscus
MN845728.1,Hylomyscus stella,41265,Mammalia,Rodentia,NA,Muridae,Hylomyscus
MN845730.1,Hylomyscus stella,41265,Mammalia,Rodentia,NA,Muridae,Hylomyscus
MN845731.1,Hylomyscus stella,41265,Mammalia,Rodentia,NA,Muridae,Hylomyscus
MN845733.1,Hylomyscus stella,41265,Mammalia,Rodentia,NA,Muridae,Hylomyscus
MN845734.1,Hylomyscus stella,41265,Mammalia,Rodentia,NA,Muridae,Hylomyscus
MN845735.1,Hylomyscus stella,41265,Mammalia,Rodentia,NA,Muridae,Hylomyscus
MN845736.1,Hylomyscus stella,41265,Mammalia,Rodentia,NA,Muridae,Hylomyscus
MN845738.1,Hylomyscus stella,41265,Mammalia,Rodentia,NA,Muridae,Hylomyscus
MZ131552.1,Mastomys erythroleucus,41268,Mammalia,Rodentia,NA,Muridae,Mastomys
DQ409327.1,Phacochoerus africanus,41426,Mammalia,Artiodactyla,NA,Suidae,Phacochoerus
CM029269.1,Phacochoerus africanus,41426,Mammalia,Artiodactyla,NA,Suidae,Phacochoerus
CM033171.1,Phacochoerus africanus,41426,Mammalia,Artiodactyla,NA,Suidae,Phacochoerus
GU452728.1,Sebastiscus marmoratus,41446,Actinopteri,Perciformes,NA,Sebastidae,Sebastiscus
KF667491.1,Sebastiscus marmoratus,41446,Actinopteri,Perciformes,NA,Sebastidae,Sebastiscus
AP005989.1,Sebastiscus marmoratus,41446,Actinopteri,Perciformes,NA,Sebastidae,Sebastiscus
MT789709.1,Sebastiscus marmoratus,41446,Actinopteri,Perciformes,NA,Sebastidae,Sebastiscus
MT584656.1,Sebastiscus marmoratus,41446,Actinopteri,Perciformes,NA,Sebastidae,Sebastiscus
MK336887.1,Sebastiscus marmoratus,41446,Actinopteri,Perciformes,NA,Sebastidae,Sebastiscus
MK336888.1,Sebastiscus marmoratus,41446,Actinopteri,Perciformes,NA,Sebastidae,Sebastiscus
MZ902353.1,Sebastiscus marmoratus,41446,Actinopteri,Perciformes,NA,Sebastidae,Sebastiscus
AB517558.1,Seriola dumerili,41447,Actinopteri,Carangiformes,NA,Carangidae,Seriola
MZ398238.1,Seriola dumerili,41447,Actinopteri,Carangiformes,NA,Carangidae,Seriola
AB032554.1,Sardinops melanostictus,41697,Actinopteri,Clupeiformes,NA,Clupeidae,Sardinops
OK539643.1,Babyrousa babyrussa,41806,Mammalia,Artiodactyla,NA,Suidae,Babyrousa
KP789021.1,Sus barbatus,41807,Mammalia,Artiodactyla,NA,Suidae,Sus
KU985070.1,Acipenser fulvescens,41871,Actinopteri,Acipenseriformes,NA,Acipenseridae,Acipenser
KU985081.1,Acipenser fulvescens,41871,Actinopteri,Acipenseriformes,NA,Acipenseridae,Acipenser
KU985084.1,Acipenser fulvescens,41871,Actinopteri,Acipenseriformes,NA,Acipenseridae,Acipenser
KU985082.2,Acipenser fulvescens,41871,Actinopteri,Acipenseriformes,NA,Acipenseridae,Acipenser
KU985083.2,Acipenser fulvescens,41871,Actinopteri,Acipenseriformes,NA,Acipenseridae,Acipenser
MT667238.1,Acipenser fulvescens,41871,Actinopteri,Acipenseriformes,NA,Acipenseridae,Acipenser
CM018178.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MT948066.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MT948067.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MT948068.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MT948069.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MT948070.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MT948071.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MT948072.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MT948073.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MT948074.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MT948075.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MT948076.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MT948077.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MZ772958.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MZ772959.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MZ772960.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MZ772961.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MZ772962.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MZ772963.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MZ772964.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MZ772965.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MZ772966.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MZ772967.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MZ772968.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
MZ772969.1,Phocoena sinus,42100,Mammalia,Artiodactyla,Cetacea,Phocoenidae,Phocoena
ON675567.1,Galegeeska rufescens,42151,Mammalia,Macroscelidea,NA,Macroscelididae,Galegeeska
ON675568.1,Galegeeska rufescens,42151,Mammalia,Macroscelidea,NA,Macroscelididae,Galegeeska
ON675569.1,Galegeeska rufescens,42151,Mammalia,Macroscelidea,NA,Macroscelididae,Galegeeska
KT210896.1,Sorex araneus,42254,Mammalia,Eulipotyphla,NA,Soricidae,Sorex
MN122847.1,Sorex araneus,42254,Mammalia,Eulipotyphla,NA,Soricidae,Sorex
MN122909.1,Sorex araneus,42254,Mammalia,Eulipotyphla,NA,Soricidae,Sorex
CM050753.1,Sorex araneus,42254,Mammalia,Eulipotyphla,NA,Soricidae,Sorex
AM904727.1,Dendrohyrax dorsalis,42325,Mammalia,Hyracoidea,NA,Procaviidae,Dendrohyrax
MW592428.1,Dendrohyrax dorsalis,42325,Mammalia,Hyracoidea,NA,Procaviidae,Dendrohyrax
MW592429.1,Dendrohyrax dorsalis,42325,Mammalia,Hyracoidea,NA,Procaviidae,Dendrohyrax
MW592430.1,Dendrohyrax dorsalis,42325,Mammalia,Hyracoidea,NA,Procaviidae,Dendrohyrax
MW592431.1,Dendrohyrax dorsalis,42325,Mammalia,Hyracoidea,NA,Procaviidae,Dendrohyrax
MW592432.1,Dendrohyrax dorsalis,42325,Mammalia,Hyracoidea,NA,Procaviidae,Dendrohyrax
MW592433.1,Dendrohyrax dorsalis,42325,Mammalia,Hyracoidea,NA,Procaviidae,Dendrohyrax
MW592434.1,Dendrohyrax dorsalis,42325,Mammalia,Hyracoidea,NA,Procaviidae,Dendrohyrax
MW592435.1,Dendrohyrax dorsalis,42325,Mammalia,Hyracoidea,NA,Procaviidae,Dendrohyrax
MK078265.1,Acipenser naccarii,42330,Actinopteri,Acipenseriformes,NA,Acipenseridae,Acipenser
OM963003.1,Neotoma albigula,42408,Mammalia,Rodentia,NA,Cricetidae,Neotoma
MT078819.1,Peromyscus eremicus,42410,Mammalia,Rodentia,NA,Cricetidae,Peromyscus
KY707301.1,Peromyscus polionotus,42413,Mammalia,Rodentia,NA,Cricetidae,Peromyscus
ON528117.1,Peromyscus polionotus,42413,Mammalia,Rodentia,NA,Cricetidae,Peromyscus
KY707311.1,Sigmodon hispidus,42415,Mammalia,Rodentia,NA,Cricetidae,Sigmodon
MN380209.1,Phalanger orientalis,42473,Mammalia,Diprotodontia,NA,Phalangeridae,Phalanger
MN380210.1,Phalanger orientalis,42473,Mammalia,Diprotodontia,NA,Phalangeridae,Phalanger
MN380211.1,Phalanger orientalis,42473,Mammalia,Diprotodontia,NA,Phalangeridae,Phalanger
MN380212.1,Phalanger orientalis,42473,Mammalia,Diprotodontia,NA,Phalangeridae,Phalanger
MN380213.1,Phalanger orientalis,42473,Mammalia,Diprotodontia,NA,Phalangeridae,Phalanger
MN380214.1,Phalanger orientalis,42473,Mammalia,Diprotodontia,NA,Phalangeridae,Phalanger
MN380215.1,Phalanger orientalis,42473,Mammalia,Diprotodontia,NA,Phalangeridae,Phalanger
AB054129.1,Phenacogrammus interruptus,42486,Actinopteri,Characiformes,NA,Alestidae,Phenacogrammus
AP011999.1,Paracheirodon innesi,42492,Actinopteri,Characiformes,NA,Characidae,Paracheirodon
KP013092.1,Paracheirodon innesi,42492,Actinopteri,Characiformes,NA,Characidae,Paracheirodon
KT783482.1,Paracheirodon innesi,42492,Actinopteri,Characiformes,NA,Characidae,Paracheirodon
MZ363625.1,Gymnocorymbus ternetzi,42494,Actinopteri,Characiformes,NA,Characidae,Gymnocorymbus
AP012000.1,Pygocentrus nattereri,42514,Actinopteri,Characiformes,NA,Serrasalmidae,Pygocentrus
CM026751.1,Pygocentrus nattereri,42514,Actinopteri,Characiformes,NA,Serrasalmidae,Pygocentrus
KP188830.1,Colossoma macropomum,42526,Actinopteri,Characiformes,NA,Serrasalmidae,Colossoma
KM245046.1,Piaractus mesopotamicus,42528,Actinopteri,Characiformes,NA,Serrasalmidae,Piaractus
KJ993871.2,Piaractus brachypomus,42529,Actinopteri,Characiformes,NA,Serrasalmidae,Piaractus
MH358336.1,Myloplus rubripinnis,42550,Actinopteri,Characiformes,NA,Serrasalmidae,Myloplus
AB054130.1,Chalceus macrolepidotus,42552,Actinopteri,Characiformes,NA,Chalceidae,Chalceus
AP011985.1,Citharinus congicus,42556,Actinopteri,Characiformes,NA,Citharinidae,Citharinus
AP011991.1,Hepsetus odoe,42563,Actinopteri,Characiformes,NA,Hepsetidae,Hepsetus
MH668154.1,Hepsetus odoe,42563,Actinopteri,Characiformes,NA,Hepsetidae,Hepsetus
AB070207.1,Boulengerella maculata,42603,Actinopteri,Characiformes,NA,Ctenoluciidae,Boulengerella
AP011998.1,Apareiodon affinis,42612,Actinopteri,Characiformes,NA,Parodontidae,Apareiodon
KY825191.1,Megaleporinus obtusidens,42626,Actinopteri,Characiformes,NA,Anostomidae,Megaleporinus
MH286915.1,Megaleporinus obtusidens,42626,Actinopteri,Characiformes,NA,Anostomidae,Megaleporinus
AP011569.1,Brienomyrus brachyistius,42636,Actinopteri,Osteoglossiformes,NA,Mormyridae,Brienomyrus
CM043696.1,Brienomyrus brachyistius,42636,Actinopteri,Osteoglossiformes,NA,Mormyridae,Brienomyrus
AP008928.2,Gnathonemus petersii,42645,Actinopteri,Osteoglossiformes,NA,Mormyridae,Gnathonemus
AP009611.1,Gnathonemus petersii,42645,Actinopteri,Osteoglossiformes,NA,Mormyridae,Gnathonemus
AP008930.1,Gymnarchus niloticus,42648,Actinopteri,Osteoglossiformes,NA,Gymnarchidae,Gymnarchus
AP009610.1,Gymnarchus niloticus,42648,Actinopteri,Osteoglossiformes,NA,Gymnarchidae,Gymnarchus
AP011575.1,Marcusenius senegalensis,42650,Actinopteri,Osteoglossiformes,NA,Mormyridae,Marcusenius
AP009151.1,Phoxinus eos,42663,Actinopteri,Cypriniformes,NA,Leuciscidae,Chrosomus
KJ868104.1,Caluromys lanatus,42713,Mammalia,Didelphimorphia,NA,Didelphidae,Caluromys
MT892661.1,Didelphis albiventris,42716,Mammalia,Didelphimorphia,NA,Didelphidae,Didelphis
KJ868124.1,Micoureus demerarae,42719,Mammalia,Didelphimorphia,NA,Didelphidae,Marmosa
AJ639866.1,Metachirus nudicaudatus,42725,Mammalia,Didelphimorphia,NA,Didelphidae,Metachirus
KU892763.1,Trinomys paratus,42827,Mammalia,Rodentia,NA,Echimyidae,Trinomys
JX312694.1,Trinomys dimidiatus,42829,Mammalia,Rodentia,NA,Echimyidae,Trinomys
KU892762.1,Trinomys iheringi,42830,Mammalia,Rodentia,NA,Echimyidae,Trinomys
KX755323.1,Proechimys simonsi,42834,Mammalia,Rodentia,NA,Echimyidae,Proechimys
KX755324.1,Proechimys simonsi,42834,Mammalia,Rodentia,NA,Echimyidae,Proechimys
KX755325.1,Proechimys simonsi,42834,Mammalia,Rodentia,NA,Echimyidae,Proechimys
KF534708.1,Rhinobatos hynnicephalus,42863,Chondrichthyes,Rhinopristiformes,NA,Rhinobatidae,Rhinobatos
AB040676.1,Engraulis japonicus,42892,Actinopteri,Clupeiformes,NA,Engraulidae,Engraulis
KF765500.2,Engraulis japonicus,42892,Actinopteri,Clupeiformes,NA,Engraulidae,Engraulis
AP017957.1,Engraulis japonicus,42892,Actinopteri,Clupeiformes,NA,Engraulidae,Engraulis
GQ368662.1,Cryptobranchus alleganiensis,43048,Amphibia,Caudata,NA,Cryptobranchidae,Cryptobranchus
AY659995.1,Ambystoma calforniense,43107,Amphibia,Caudata,NA,Ambystomatidae,Ambystoma
FJ785421.1,Aotus lemurinus,43147,Mammalia,Primates,Simiiformes,Aotidae,Aotus
MN830163.1,Hirundo rustica,43150,Aves,Passeriformes,NA,Hirundinidae,Hirundo
MN356225.1,Hirundo rustica,43150,Aves,Passeriformes,NA,Hirundinidae,Hirundo
MG681102.1,Sylvia curruca,43163,Aves,Passeriformes,NA,Sylviidae,Curruca
KP698974.1,Ictidomys tridecemlineatus,43179,Mammalia,Rodentia,NA,Sciuridae,Ictidomys
KT309078.1,Sillago japonica,43258,Actinopteri,NA,NA,Sillaginidae,Sillago
KR363149.1,Sillago japonica,43258,Actinopteri,NA,NA,Sillaginidae,Sillago
AP017438.1,Sillago japonica,43258,Actinopteri,NA,NA,Sillaginidae,Sillago
AP006803.1,Sillago japonica,43258,Actinopteri,NA,NA,Sillaginidae,Sillago
MW248468.1,Sillago japonica,43258,Actinopteri,NA,NA,Sillaginidae,Sillago
OK554524.1,Sillago japonica,43258,Actinopteri,NA,NA,Sillaginidae,Sillago
MN356161.1,Glareola pratincola,43316,Aves,Charadriiformes,NA,Glareolidae,Glareola
HM544129.1,Ctenomys sociabilis,43321,Mammalia,Rodentia,NA,Ctenomyidae,Ctenomys
KX655539.1,Trinomys setosus,43323,Mammalia,Rodentia,NA,Echimyidae,Trinomys
KU892764.1,Trinomys setosus,43323,Mammalia,Rodentia,NA,Echimyidae,Trinomys
KU892755.1,Euryzygomatomys spinosus,43325,Mammalia,Rodentia,NA,Echimyidae,Euryzygomatomys
KU892773.1,Thrichomys apereoides,43327,Mammalia,Rodentia,NA,Echimyidae,Thrichomys
JN632696.1,Rucervus duvaucelii,43328,Mammalia,Artiodactyla,Pecora,Cervidae,Rucervus
JN399997.1,Elaphurus davidianus,43332,Mammalia,Artiodactyla,Pecora,Cervidae,Elaphurus
JN632632.1,Elaphurus davidianus,43332,Mammalia,Artiodactyla,Pecora,Cervidae,Elaphurus
MF673864.1,Elaphurus davidianus,43332,Mammalia,Artiodactyla,Pecora,Cervidae,Elaphurus
JN632656.1,Mazama americana,43334,Mammalia,Artiodactyla,Pecora,Cervidae,Mazama
JN632657.1,Mazama americana,43334,Mammalia,Artiodactyla,Pecora,Cervidae,Mazama
MZ350856.1,Mazama americana,43334,Mammalia,Artiodactyla,Pecora,Cervidae,Mazama
MZ350857.1,Mazama americana,43334,Mammalia,Artiodactyla,Pecora,Cervidae,Mazama
KX451352.1,Bison bison,43346,Mammalia,Artiodactyla,Pecora,Bovidae,Bison
KX451353.1,Bison bison,43346,Mammalia,Artiodactyla,Pecora,Bovidae,Bison
KX451354.1,Bison bison,43346,Mammalia,Artiodactyla,Pecora,Bovidae,Bison
KX451355.1,Bison bison,43346,Mammalia,Artiodactyla,Pecora,Bovidae,Bison
KX451356.1,Bison bison,43346,Mammalia,Artiodactyla,Pecora,Bovidae,Bison
KX451357.1,Bison bison,43346,Mammalia,Artiodactyla,Pecora,Bovidae,Bison
KX451358.1,Bison bison,43346,Mammalia,Artiodactyla,Pecora,Bovidae,Bison
KX451359.1,Bison bison,43346,Mammalia,Artiodactyla,Pecora,Bovidae,Bison
KX451360.1,Bison bison,43346,Mammalia,Artiodactyla,Pecora,Bovidae,Bison
KX451365.1,Bison bison,43346,Mammalia,Artiodactyla,Pecora,Bovidae,Bison
KX451366.1,Bison bison,43346,Mammalia,Artiodactyla,Pecora,Bovidae,Bison
KX451367.1,Bison bison,43346,Mammalia,Artiodactyla,Pecora,Bovidae,Bison
KX451361.1,Bison bison,43347,Mammalia,Artiodactyla,Pecora,Bovidae,Bison
KX451362.1,Bison bison,43347,Mammalia,Artiodactyla,Pecora,Bovidae,Bison
KX451363.1,Bison bison,43347,Mammalia,Artiodactyla,Pecora,Bovidae,Bison
KX451364.1,Bison bison,43347,Mammalia,Artiodactyla,Pecora,Bovidae,Bison
AY463690.1,Cathartes aura,43455,Aves,Accipitriformes,NA,Cathartidae,Cathartes
KU237286.1,Circus cyaneus,43466,Aves,Accipitriformes,NA,Accipitridae,Circus
KX925606.1,Circus cyaneus,43466,Aves,Accipitriformes,NA,Accipitridae,Circus
MF069434.1,Dendrobates auratus,43471,Amphibia,Anura,NA,Dendrobatidae,Dendrobates
MN122837.1,Milvus milvus,43518,Aves,Accipitriformes,NA,Accipitridae,Milvus
HM991334.1,Rhinophrynus dorsalis,43566,Amphibia,Anura,NA,Rhinophrynidae,Rhinophrynus
JX564892.1,Rhinophrynus dorsalis,43566,Amphibia,Anura,NA,Rhinophrynidae,Rhinophrynus
MK524996.1,Zosterops pallidus,43580,Aves,Passeriformes,NA,Zosteropidae,Zosterops
KC545407.1,Zosterops lateralis,43581,Aves,Passeriformes,NA,Zosteropidae,Zosterops
MN720442.1,Sarcoramphus papa,43583,Aves,Accipitriformes,NA,Cathartidae,Sarcoramphus
KP899450.1,Cophosaurus texanus,43588,Lepidosauria,Squamata,NA,Phrynosomatidae,Cophosaurus
AB218884.1,Gambelia wislizenii,43593,Lepidosauria,Squamata,NA,Iguanidae,Gambelia
KP899451.1,Gambelia wislizenii,43593,Lepidosauria,Squamata,NA,Iguanidae,Gambelia
KP091282.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369811.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369812.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369813.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369814.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369815.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369816.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369817.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369818.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369819.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369820.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369821.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369822.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369823.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369824.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369825.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369826.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369827.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369828.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369829.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369830.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369831.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369832.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369833.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369834.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
MH369835.1,Urosaurus nigricaudus,43649,Lepidosauria,Squamata,NA,Phrynosomatidae,Urosaurus
KP899459.1,Uta stansburiana,43653,Lepidosauria,Squamata,NA,Phrynosomatidae,Uta
AP002945.1,Monopterus albus,43700,Actinopteri,Synbranchiformes,NA,Synbranchidae,Monopterus
KP779622.1,Monopterus albus,43700,Actinopteri,Synbranchiformes,NA,Synbranchidae,Monopterus
KP779623.1,Monopterus albus,43700,Actinopteri,Synbranchiformes,NA,Synbranchidae,Monopterus
KP779624.1,Monopterus albus,43700,Actinopteri,Synbranchiformes,NA,Synbranchidae,Monopterus
KP779625.1,Monopterus albus,43700,Actinopteri,Synbranchiformes,NA,Synbranchidae,Monopterus
MZ157402.1,Monopterus albus,43700,Actinopteri,Synbranchiformes,NA,Synbranchidae,Monopterus
MZ202359.1,Monopterus albus,43700,Actinopteri,Synbranchiformes,NA,Synbranchidae,Monopterus
MZ597543.1,Monopterus albus,43700,Actinopteri,Synbranchiformes,NA,Synbranchidae,Monopterus
OM736804.1,Monopterus albus,43700,Actinopteri,Synbranchiformes,NA,Synbranchidae,Monopterus
OM328925.1,Saguinus geoffroyi,43778,Mammalia,Primates,Simiiformes,Cebidae,Saguinus
DQ355298.1,Nasalis larvatus,43780,Mammalia,Primates,Simiiformes,Cercopithecidae,Nasalis
JF293094.1,Nasalis larvatus,43780,Mammalia,Primates,Simiiformes,Cercopithecidae,Nasalis
KM889667.1,Nasalis larvatus,43780,Mammalia,Primates,Simiiformes,Cercopithecidae,Nasalis
MG570441.1,Catostomus catostomus,43956,Actinopteri,Cypriniformes,NA,Catostomidae,Catostomus
MG570442.1,Catostomus catostomus,43956,Actinopteri,Cypriniformes,NA,Catostomidae,Catostomus
OM736785.1,Catostomus catostomus,43956,Actinopteri,Cypriniformes,NA,Catostomidae,Catostomus
OM736786.1,Catostomus catostomus,43956,Actinopteri,Cypriniformes,NA,Catostomidae,Catostomus
OM736787.1,Catostomus catostomus,43956,Actinopteri,Cypriniformes,NA,Catostomidae,Catostomus
OM736788.1,Catostomus catostomus,43956,Actinopteri,Cypriniformes,NA,Catostomidae,Catostomus
OM736789.1,Catostomus catostomus,43956,Actinopteri,Cypriniformes,NA,Catostomidae,Catostomus
OM736790.1,Catostomus catostomus,43956,Actinopteri,Cypriniformes,NA,Catostomidae,Catostomus
OM736791.1,Catostomus catostomus,43956,Actinopteri,Cypriniformes,NA,Catostomidae,Catostomus
OM736792.1,Catostomus catostomus,43956,Actinopteri,Cypriniformes,NA,Catostomidae,Catostomus
OM736793.1,Catostomus catostomus,43956,Actinopteri,Cypriniformes,NA,Catostomidae,Catostomus
OM736794.1,Catostomus catostomus,43956,Actinopteri,Cypriniformes,NA,Catostomidae,Catostomus
OM736815.1,Catostomus catostomus,43956,Actinopteri,Cypriniformes,NA,Catostomidae,Catostomus
OM736818.1,Catostomus catostomus,43956,Actinopteri,Cypriniformes,NA,Catostomidae,Catostomus
OM736819.1,Catostomus catostomus,43956,Actinopteri,Cypriniformes,NA,Catostomidae,Catostomus
OK637253.1,Catostomus macrocheilus,43957,Actinopteri,Cypriniformes,NA,Catostomidae,Catostomus
OL471039.1,Catostomus macrocheilus,43957,Actinopteri,Cypriniformes,NA,Catostomidae,Catostomus
AB266748.1,Chalarodon madagascariensis,44147,Lepidosauria,Squamata,NA,Iguanidae,Chalarodon
KY994587.1,Manorina melanocephala,44314,Aves,Passeriformes,NA,Meliphagidae,Manorina
MN814842.1,Chloebia gouldiae,44316,Aves,Passeriformes,NA,Passeridae,Chloebia
JX901073.1,Eopsaltria australis,44318,Aves,Passeriformes,NA,Petroicidae,Eopsaltria
KM374621.1,Eopsaltria australis,44318,Aves,Passeriformes,NA,Petroicidae,Eopsaltria
KM374622.1,Eopsaltria australis,44318,Aves,Passeriformes,NA,Petroicidae,Eopsaltria
KM374623.1,Eopsaltria australis,44318,Aves,Passeriformes,NA,Petroicidae,Eopsaltria
KM374624.1,Eopsaltria australis,44318,Aves,Passeriformes,NA,Petroicidae,Eopsaltria
